time,V(OUT)
0.000000000000000000e+00,8.467434427814178209e-04
4.878048780487804874e-04,7.929108893595691876e-02
9.756097560975609748e-04,-1.565156704784873010e-01
1.463414634146341462e-03,2.265969975667420089e-01
1.951219512195121950e-03,-3.053513621535796640e-01
2.439024390243902437e-03,3.762191453955938680e-01
2.926829268292682924e-03,-4.474524562629261237e-01
3.414634146341463412e-03,5.064067915553883692e-01
3.902439024390243899e-03,-5.765360281846311219e-01
4.390243902439024820e-03,6.327635295795476233e-01
4.878048780487804874e-03,-6.957533800030634152e-01
5.365853658536584928e-03,7.510023415303511696e-01
5.853658536585365849e-03,-7.985649073591341018e-01
6.341463414634146770e-03,8.361676323836143565e-01
6.829268292682926823e-03,-8.742760864673750909e-01
7.317073170731706877e-03,9.141311890627410452e-01
7.804878048780487798e-03,-9.408758274602987415e-01
8.292682926829268719e-03,9.605566938326478565e-01
8.780487804878049640e-03,-9.853596469865457674e-01
9.268292682926828827e-03,9.940030574850551304e-01
9.756097560975609748e-03,-9.989090105433090505e-01
1.024390243902439067e-02,9.997107199279168244e-01
1.073170731707316986e-02,-9.939918203462270174e-01
1.121951219512195078e-02,9.843736056890785013e-01
1.170731707317073170e-02,-9.621164014439312906e-01
1.219512195121951262e-02,9.380085514633513810e-01
1.268292682926829354e-02,-9.137466506678686429e-01
1.317073170731707273e-02,8.746122997852744385e-01
1.365853658536585365e-02,-8.355763258009204497e-01
1.414634146341463457e-02,7.994521846102681240e-01
1.463414634146341375e-02,-7.516510681653914006e-01
1.512195121951219468e-02,6.941612520815537701e-01
1.560975609756097560e-02,-6.325540123519206581e-01
1.609756097560975652e-02,5.772913019816443558e-01
1.658536585365853744e-02,-5.074208163241623604e-01
1.707317073170731836e-02,4.440145965592911526e-01
1.756097560975609928e-02,-3.749448606781098370e-01
1.804878048780487673e-02,3.046677874036386457e-01
1.853658536585365765e-02,-2.259148767927871559e-01
1.902439024390243857e-02,1.560506139095718670e-01
1.951219512195121950e-02,-7.711321727238806822e-02
