time,V(OUT)
0.000000000000000000e+00,3.126934607221514284e-01
9.999999999999999547e-08,5.305598159205017483e-02
1.999999999999999909e-07,5.761451013572903290e-02
2.999999999999999864e-07,2.091567206354905117e-01
3.999999999999999819e-07,2.651188511247068447e-01
4.999999999999999774e-07,2.633290420598818904e-01
5.999999999999999728e-07,3.700677027164216981e-01
6.999999999999999683e-07,4.146527765034375146e-01
7.999999999999999638e-07,4.694940564089636892e-01
8.999999999999999593e-07,5.137822375614853332e-01
9.999999999999999547e-07,5.635787351306459358e-01
1.100000000000000056e-06,6.289906058425137614e-01
1.199999999999999946e-06,6.716097280579360618e-01
1.299999999999999835e-06,7.267042833951742331e-01
1.399999999999999937e-06,7.226174400864682212e-01
1.500000000000000038e-06,7.699184060944802566e-01
1.599999999999999928e-06,8.250658973554944042e-01
1.699999999999999817e-06,8.851784641066061665e-01
1.799999999999999919e-06,9.314564404456765478e-01
1.900000000000000020e-06,9.694186610416172245e-01
1.999999999999999909e-06,1.029958533260542985e+00
2.099999999999999799e-06,1.041943762756228242e+00
2.200000000000000112e-06,1.081529718828900144e+00
2.300000000000000002e-06,1.123572127849594926e+00
2.399999999999999891e-06,1.197295793312535217e+00
2.499999999999999781e-06,1.241594355058876609e+00
2.599999999999999671e-06,1.237079922847122981e+00
2.699999999999999984e-06,1.286833993583507585e+00
2.799999999999999873e-06,1.347119111578750417e+00
2.899999999999999763e-06,1.337373099598642812e+00
3.000000000000000076e-06,1.399077038547095864e+00
3.099999999999999966e-06,1.447003171714345449e+00
3.199999999999999855e-06,1.445218091552924022e+00
3.299999999999999745e-06,1.496185588832013469e+00
3.399999999999999634e-06,1.545825191779715002e+00
3.499999999999999947e-06,1.553148840721255697e+00
3.599999999999999837e-06,1.593245443007389017e+00
3.699999999999999727e-06,1.640268449239018711e+00
3.800000000000000040e-06,1.653686640737354718e+00
3.899999999999999929e-06,1.705349929968402733e+00
3.999999999999999819e-06,1.704443946915070507e+00
4.099999999999999709e-06,1.755571370217708038e+00
4.199999999999999598e-06,1.751201757729974551e+00
4.299999999999999488e-06,1.809412396226313113e+00
4.400000000000000224e-06,1.804414151239472686e+00
4.500000000000000114e-06,1.853327318635108911e+00
4.600000000000000004e-06,1.854378652126467575e+00
4.699999999999999893e-06,1.919936338192654857e+00
4.799999999999999783e-06,1.897402643507727360e+00
4.899999999999999672e-06,1.962373728625774749e+00
4.999999999999999562e-06,1.949300337434257457e+00
5.099999999999999452e-06,2.010288099970062081e+00
5.199999999999999341e-06,2.008335735089074703e+00
5.300000000000000078e-06,2.049989830219920872e+00
5.399999999999999967e-06,2.064834225542602653e+00
5.499999999999999857e-06,2.111782271626846619e+00
5.599999999999999747e-06,2.101467261944632181e+00
5.699999999999999636e-06,2.170662408544645317e+00
5.799999999999999526e-06,2.174235037067933529e+00
5.899999999999999415e-06,2.174565746053779502e+00
6.000000000000000152e-06,2.219341238643909087e+00
6.100000000000000042e-06,2.217463848831462858e+00
6.199999999999999931e-06,2.225156439725374913e+00
6.299999999999999821e-06,2.278844301512040538e+00
6.399999999999999710e-06,2.275551412217253766e+00
6.499999999999999600e-06,2.314663274386621339e+00
6.599999999999999490e-06,2.321520569119289501e+00
6.699999999999999379e-06,2.322949596865748756e+00
6.799999999999999269e-06,2.361017298186496305e+00
6.900000000000000005e-06,2.374691163957724171e+00
6.999999999999999895e-06,2.385512950955876121e+00
7.099999999999999785e-06,2.427277116994804640e+00
7.199999999999999674e-06,2.432277978488650572e+00
7.299999999999999564e-06,2.424534988380772305e+00
7.399999999999999453e-06,2.474560690056096579e+00
7.499999999999999343e-06,2.477287628340485437e+00
7.600000000000000080e-06,2.470105040112092976e+00
7.699999999999999122e-06,2.469217348876593388e+00
7.799999999999999859e-06,2.534160327343016217e+00
