time,V(OUT)
0.000000000000000000e+00,8.295707561963163723e-01
9.999999999999999547e-08,-1.559976159360743249e-02
1.999999999999999909e-07,1.125676793709685757e-02
2.999999999999999864e-07,1.410847074586820717e-02
3.999999999999999819e-07,1.769844721701924473e-01
4.999999999999999774e-07,1.867173073970652131e-01
5.999999999999999728e-07,2.081676060475092793e-01
6.999999999999999683e-07,2.015063611148462663e-01
7.999999999999999638e-07,2.059979826374356560e-01
8.999999999999999593e-07,1.934543410863962809e-01
9.999999999999999547e-07,2.194409696229424056e-01
1.100000000000000056e-06,2.179168790314342241e-01
1.199999999999999946e-06,4.134904604634181968e-01
1.299999999999999835e-06,4.294086181045204675e-01
1.399999999999999937e-06,4.195126401337806454e-01
1.500000000000000038e-06,3.996106130567513848e-01
1.599999999999999928e-06,4.180312617612374493e-01
1.699999999999999817e-06,3.981167609875649882e-01
1.799999999999999919e-06,4.256767545196090685e-01
1.900000000000000020e-06,4.117511113352061991e-01
1.999999999999999909e-06,6.159770645468209960e-01
2.099999999999999799e-06,6.085360568339407417e-01
2.200000000000000112e-06,6.370881200801103983e-01
2.300000000000000002e-06,6.164320577689679226e-01
2.399999999999999891e-06,6.123250826675532554e-01
2.499999999999999781e-06,6.134679967426764913e-01
2.599999999999999671e-06,6.267346377833001858e-01
2.699999999999999984e-06,6.242316609654611215e-01
2.799999999999999873e-06,8.311909891739397427e-01
2.899999999999999763e-06,8.314623150451182498e-01
3.000000000000000076e-06,8.571247140130568987e-01
3.099999999999999966e-06,8.189037747542307066e-01
3.199999999999999855e-06,8.173163590639268561e-01
3.299999999999999745e-06,8.127934090762818364e-01
3.399999999999999634e-06,8.342396913386324053e-01
3.499999999999999947e-06,8.419345843908133675e-01
3.599999999999999837e-06,8.232907881351768653e-01
3.699999999999999727e-06,1.018647652845562135e+00
3.800000000000000040e-06,1.018882781764631318e+00
3.899999999999999929e-06,1.041008891817370552e+00
3.999999999999999819e-06,1.042398812568051669e+00
4.099999999999999709e-06,1.039397314024578023e+00
4.199999999999999598e-06,1.021267354390669624e+00
4.299999999999999488e-06,1.034732419846000839e+00
4.400000000000000224e-06,1.033000287137110895e+00
4.500000000000000114e-06,1.034530328950935107e+00
4.600000000000000004e-06,1.044321431669222866e+00
4.699999999999999893e-06,1.034603933231620143e+00
4.799999999999999783e-06,1.247683703446078152e+00
4.899999999999999672e-06,1.238513686042333140e+00
4.999999999999999562e-06,1.241836790980349603e+00
5.099999999999999452e-06,1.246969323387577822e+00
5.199999999999999341e-06,1.215642662702164811e+00
5.300000000000000078e-06,1.232704931754640354e+00
5.399999999999999967e-06,1.230444410185607795e+00
5.499999999999999857e-06,1.227916832276349623e+00
5.599999999999999747e-06,1.233372866231599474e+00
5.699999999999999636e-06,1.259924119668515807e+00
5.799999999999999526e-06,1.224512533264601188e+00
5.899999999999999415e-06,1.458274175318872157e+00
6.000000000000000152e-06,1.418506953425762829e+00
6.100000000000000042e-06,1.438726724550213332e+00
6.199999999999999931e-06,1.446191295976575031e+00
6.299999999999999821e-06,1.452543334970389122e+00
6.399999999999999710e-06,1.454418398696892600e+00
6.499999999999999600e-06,1.455650208527998757e+00
6.599999999999999490e-06,1.438519123916273346e+00
6.699999999999999379e-06,1.436814723110031444e+00
6.799999999999999269e-06,1.456619638218857204e+00
6.900000000000000005e-06,1.440880435126775660e+00
6.999999999999999895e-06,1.424614705149930938e+00
7.099999999999999785e-06,1.633000691789947778e+00
7.199999999999999674e-06,1.636208215709975766e+00
7.299999999999999564e-06,1.657457411160806471e+00
7.399999999999999453e-06,1.652136386041058280e+00
7.499999999999999343e-06,1.660357280311016481e+00
7.600000000000000080e-06,1.643591210304951922e+00
7.699999999999999122e-06,1.652378095366150657e+00
7.799999999999999859e-06,1.659383855909509986e+00
7.899999999999998901e-06,1.645359801904196395e+00
7.999999999999999638e-06,1.656851628563360990e+00
8.100000000000000375e-06,1.640071110884000039e+00
8.199999999999999417e-06,1.644554192301523887e+00
8.300000000000000154e-06,1.644273931590024995e+00
8.399999999999999196e-06,1.632062405316164311e+00
8.499999999999999933e-06,1.863554587211783575e+00
8.599999999999998976e-06,1.849208964896959184e+00
8.699999999999999712e-06,1.856437411780915259e+00
8.800000000000000449e-06,1.863461199883588604e+00
8.899999999999999491e-06,1.862947967640449010e+00
9.000000000000000228e-06,1.866230776634591804e+00
9.099999999999999271e-06,1.854772717732358522e+00
9.200000000000000007e-06,1.849900525319337685e+00
9.299999999999999050e-06,1.855054226836403863e+00
9.399999999999999786e-06,1.830939983490629475e+00
9.499999999999998829e-06,1.834543312913653690e+00
9.599999999999999566e-06,1.836409505814683873e+00
9.700000000000000302e-06,1.841291297585977649e+00
9.799999999999999345e-06,1.862246613400851514e+00
9.900000000000000081e-06,1.842667814169599128e+00
9.999999999999999124e-06,1.850577561689409123e+00
1.009999999999999986e-05,2.081988424466790999e+00
1.019999999999999890e-05,2.057156040434078736e+00
1.029999999999999964e-05,2.073562733527006152e+00
1.039999999999999868e-05,2.048495734799852031e+00
1.049999999999999942e-05,2.059418436631985649e+00
1.060000000000000016e-05,2.048249669176341214e+00
1.069999999999999920e-05,2.057414503861491717e+00
1.079999999999999993e-05,2.075104622061860749e+00
1.089999999999999898e-05,2.036590193652114689e+00
1.099999999999999971e-05,2.069016354653187673e+00
1.109999999999999876e-05,2.066066034034984344e+00
1.119999999999999949e-05,2.053587750664548128e+00
1.130000000000000023e-05,2.040809132184173258e+00
1.139999999999999927e-05,2.063581942615708265e+00
1.150000000000000001e-05,2.054557609364042747e+00
1.159999999999999905e-05,2.065990143170320703e+00
1.169999999999999979e-05,2.062827782182851788e+00
1.179999999999999883e-05,2.086526683369813728e+00
1.189999999999999957e-05,2.058909665587904669e+00
1.200000000000000030e-05,2.253397537610671630e+00
