time,V(OUT)
0.000000000000000000e+00,-9.900444698032690241e-04
9.999999999999999547e-08,-1.404230045000903629e-03
1.999999999999999909e-07,-1.356012609798584213e-03
2.999999999999999864e-07,-3.863165339740730125e-04
3.999999999999999819e-07,-1.572719435254908271e-03
4.999999999999999774e-07,1.615171392219314471e-04
5.999999999999999728e-07,5.118183498162956523e-04
6.999999999999999683e-07,3.323100163487375386e-03
7.999999999999999638e-07,3.652902369035395530e-03
8.999999999999999593e-07,4.594564887680488777e-03
9.999999999999999547e-07,3.876656209982052605e-03
1.100000000000000056e-06,4.878650559161015234e-03
1.199999999999999946e-06,5.671287146286300464e-03
1.299999999999999835e-06,4.482111220485738602e-03
1.399999999999999937e-06,2.984383772958587068e-03
1.500000000000000038e-06,4.854820092365301314e-03
1.599999999999999928e-06,4.347956880370321825e-03
1.699999999999999817e-06,5.219194210004065269e-03
1.799999999999999919e-06,7.012349571234808773e-03
1.900000000000000020e-06,8.415735048880516531e-03
1.999999999999999909e-06,8.642210428162485497e-03
2.099999999999999799e-06,9.661969402288857894e-03
2.200000000000000112e-06,1.023966415846001149e-02
2.300000000000000002e-06,1.141491660735675581e-02
2.399999999999999891e-06,8.953295808157435073e-03
2.499999999999999781e-06,8.504065386949952871e-03
2.599999999999999671e-06,8.582041915478087757e-03
2.699999999999999984e-06,8.936542495182048587e-03
2.799999999999999873e-06,9.127643139243158191e-03
2.899999999999999763e-06,9.544634000879459457e-03
3.000000000000000076e-06,9.406285217160135700e-03
3.099999999999999966e-06,8.096135435052619761e-03
3.199999999999999855e-06,1.253063620765723640e-02
3.299999999999999745e-06,1.395408035059319748e-02
3.399999999999999634e-06,1.329981776659068006e-02
3.499999999999999947e-06,1.346667134109355221e-02
3.599999999999999837e-06,1.494327151133255198e-02
3.699999999999999727e-06,1.471861157096167154e-02
3.800000000000000040e-06,1.369708295752038521e-02
3.899999999999999929e-06,1.507917541652839186e-02
3.999999999999999819e-06,1.514621870391226130e-02
4.099999999999999709e-06,1.542944620941662411e-02
4.199999999999999598e-06,1.562002317984944808e-02
4.299999999999999488e-06,1.385726989652589537e-02
4.400000000000000224e-06,1.985907622938304015e-02
4.500000000000000114e-06,1.844440210190139914e-02
4.600000000000000004e-06,1.996376874193472525e-02
4.699999999999999893e-06,1.851299386768642807e-02
4.799999999999999783e-06,1.876888476877303785e-02
4.899999999999999672e-06,1.774663529372601592e-02
4.999999999999999562e-06,1.773661293820296206e-02
5.099999999999999452e-06,1.915735740378749635e-02
5.199999999999999341e-06,1.971953508871455985e-02
5.300000000000000078e-06,1.771544661213357574e-02
5.399999999999999967e-06,2.007572427820253011e-02
5.499999999999999857e-06,1.996350184907945760e-02
