time,V(OUT)
0.000000000000000000e+00,1.123335749915648808e-02
9.999999999999999547e-08,-2.606637767826706573e-02
1.999999999999999909e-07,-6.657512121499901264e-03
2.999999999999999864e-07,-6.553785702007332813e-04
3.999999999999999819e-07,2.765875721158262118e-03
4.999999999999999774e-07,-8.717635254346439364e-03
5.999999999999999728e-07,-2.205553779665969313e-02
6.999999999999999683e-07,-9.613119508025258844e-03
7.999999999999999638e-07,-8.985095851435948022e-03
8.999999999999999593e-07,-9.277121941860963505e-03
9.999999999999999547e-07,1.164070308249124178e-02
1.100000000000000056e-06,-1.456323333766970825e-02
1.199999999999999946e-06,3.611751293257906524e-03
1.299999999999999835e-06,1.899564446614989202e-03
1.399999999999999937e-06,1.152546092966004118e-02
1.500000000000000038e-06,-1.597582460843174771e-03
1.599999999999999928e-06,9.493571606370702909e-03
1.699999999999999817e-06,-2.066641657129176298e-03
1.799999999999999919e-06,5.212710319017603740e-03
1.900000000000000020e-06,-1.803529304696688956e-02
1.999999999999999909e-06,-3.165933691549330242e-02
2.099999999999999799e-06,4.530562242790240300e-03
2.200000000000000112e-06,5.174197512470756107e-03
2.300000000000000002e-06,5.706027997822589980e-03
2.399999999999999891e-06,-6.299190177056149774e-03
2.499999999999999781e-06,1.787666702652447245e-02
2.599999999999999671e-06,-5.518533788844263294e-03
2.699999999999999984e-06,5.050548236068434088e-03
2.799999999999999873e-06,7.135634700048942500e-03
2.899999999999999763e-06,2.062488191698932591e-02
3.000000000000000076e-06,-3.804355437478002758e-03
3.099999999999999966e-06,-7.838314874749834071e-03
3.199999999999999855e-06,-1.797774461298387930e-02
3.299999999999999745e-06,1.862840407994967654e-02
3.399999999999999634e-06,5.056930884582480461e-03
3.499999999999999947e-06,5.436733270731625503e-03
3.599999999999999837e-06,3.740045089588703991e-02
3.699999999999999727e-06,3.900536894235592713e-03
3.800000000000000040e-06,-1.562785686120038778e-02
3.899999999999999929e-06,-2.350842899915713251e-03
3.999999999999999819e-06,-1.169738890618383931e-02
4.099999999999999709e-06,-4.750420734993268494e-03
4.199999999999999598e-06,-4.831075233055287521e-03
4.299999999999999488e-06,-7.044292692804594684e-03
4.400000000000000224e-06,-1.671939006426476429e-02
4.500000000000000114e-06,1.911001960406755532e-02
4.600000000000000004e-06,3.586176533260725888e-03
4.699999999999999893e-06,-2.705664416402859228e-03
4.799999999999999783e-06,9.091653954188915268e-03
4.899999999999999672e-06,5.652807298192692037e-03
4.999999999999999562e-06,3.308288792904570501e-03
5.099999999999999452e-06,8.219976873201920858e-03
5.199999999999999341e-06,1.607216925103879639e-03
5.300000000000000078e-06,8.042657483899097806e-03
5.399999999999999967e-06,9.037347610533302128e-03
5.499999999999999857e-06,1.952624820393636948e-03
5.599999999999999747e-06,-2.644733921953388005e-03
5.699999999999999636e-06,1.836477361744690701e-02
5.799999999999999526e-06,-5.734818477281203308e-03
5.899999999999999415e-06,4.695763205128150077e-03
6.000000000000000152e-06,4.966900928868798505e-03
6.100000000000000042e-06,-7.314694227163627376e-03
6.199999999999999931e-06,-9.693868623737920270e-03
6.299999999999999821e-06,-4.246224250438212534e-03
6.399999999999999710e-06,-5.906602238107293810e-03
6.499999999999999600e-06,-1.749756673966638282e-02
6.599999999999999490e-06,-7.817940990231307327e-03
6.699999999999999379e-06,3.194675815614746867e-03
