time,V(OUT)
0.000000000000000000e+00,-1.235327412438445632e-03
9.999999999999999547e-08,6.844287775527983526e-04
1.999999999999999909e-07,-9.460069778783500945e-05
2.999999999999999864e-07,2.343236762206223761e-03
3.999999999999999819e-07,1.047453745505453867e-03
4.999999999999999774e-07,7.004828255058052531e-05
5.999999999999999728e-07,3.669841088234823928e-04
6.999999999999999683e-07,2.253700329087691100e-03
7.999999999999999638e-07,1.316450736881634963e-03
8.999999999999999593e-07,9.067838183774463035e-04
9.999999999999999547e-07,1.288235315815257614e-03
1.100000000000000056e-06,3.681149922895634793e-03
1.199999999999999946e-06,2.600854380145457747e-03
1.299999999999999835e-06,2.880929311964410856e-03
1.399999999999999937e-06,3.130898529908821264e-03
1.500000000000000038e-06,2.143657167031165142e-03
1.599999999999999928e-06,1.738168971350677414e-03
1.699999999999999817e-06,4.363464110503121468e-03
1.799999999999999919e-06,2.874578391323422046e-03
1.900000000000000020e-06,3.023143917201920154e-03
1.999999999999999909e-06,2.932317136307283426e-03
2.099999999999999799e-06,5.437517082181490997e-03
2.200000000000000112e-06,3.804059110666162258e-03
2.300000000000000002e-06,4.557275562537599356e-03
2.399999999999999891e-06,2.499677169909012269e-03
2.499999999999999781e-06,4.224344519011094187e-03
2.599999999999999671e-06,5.599731643291076810e-03
2.699999999999999984e-06,4.152220500830302446e-03
2.799999999999999873e-06,3.517301817144479273e-03
2.899999999999999763e-06,4.443191023731279943e-03
3.000000000000000076e-06,4.722284110376915277e-03
3.099999999999999966e-06,4.335141470238596147e-03
3.199999999999999855e-06,5.452891815784681635e-03
3.299999999999999745e-06,7.424616276418109090e-03
3.399999999999999634e-06,6.457409122394422614e-03
3.499999999999999947e-06,7.205577254896979728e-03
3.599999999999999837e-06,6.054856689668538378e-03
3.699999999999999727e-06,8.277140384127190664e-03
3.800000000000000040e-06,7.743772022538226822e-03
3.899999999999999929e-06,6.671578792507018400e-03
3.999999999999999819e-06,7.335475407405657108e-03
4.099999999999999709e-06,8.666988203423049708e-03
4.199999999999999598e-06,8.206316782650270938e-03
4.299999999999999488e-06,8.540499125456534057e-03
4.400000000000000224e-06,9.980096245200822253e-03
4.500000000000000114e-06,8.833021062798472947e-03
4.600000000000000004e-06,9.963396306683578937e-03
4.699999999999999893e-06,1.107422525719815344e-02
4.799999999999999783e-06,9.980649551953688775e-03
4.899999999999999672e-06,8.547928313285099028e-03
4.999999999999999562e-06,9.441243635308599336e-03
5.099999999999999452e-06,1.013540853674870824e-02
5.199999999999999341e-06,9.546971192744516110e-03
5.300000000000000078e-06,1.013831620128599967e-02
5.399999999999999967e-06,8.755577752058553084e-03
5.499999999999999857e-06,9.160046255739073828e-03
5.599999999999999747e-06,1.205995290673642431e-02
5.699999999999999636e-06,1.210733022714068768e-02
5.799999999999999526e-06,1.108586364327493988e-02
5.899999999999999415e-06,9.269067891140953322e-03
6.000000000000000152e-06,8.837664354262461663e-03
6.100000000000000042e-06,1.167197281167159373e-02
6.199999999999999931e-06,1.190180058234311007e-02
6.299999999999999821e-06,1.151170952317372154e-02
6.399999999999999710e-06,1.175389623356518608e-02
6.499999999999999600e-06,1.331980134965606889e-02
6.599999999999999490e-06,1.122227351742119579e-02
6.699999999999999379e-06,1.208380239611074429e-02
6.799999999999999269e-06,1.340264039135363912e-02
6.900000000000000005e-06,1.302620456870388563e-02
6.999999999999999895e-06,1.583284421358905139e-02
7.099999999999999785e-06,1.503362702854002531e-02
7.199999999999999674e-06,1.375226059673268289e-02
7.299999999999999564e-06,1.152752817224199713e-02
7.399999999999999453e-06,1.545310718512338255e-02
7.499999999999999343e-06,1.583275772802878942e-02
7.600000000000000080e-06,1.336783691706255189e-02
7.699999999999999122e-06,1.589560993978107045e-02
7.799999999999999859e-06,1.237193009379086543e-02
7.899999999999998901e-06,1.435417333236120065e-02
7.999999999999999638e-06,1.388490913117985601e-02
8.100000000000000375e-06,1.506909505908337644e-02
8.199999999999999417e-06,1.615633910903983492e-02
8.300000000000000154e-06,1.637540089176465694e-02
8.399999999999999196e-06,1.521656002434884983e-02
8.499999999999999933e-06,1.708143374362468270e-02
8.599999999999998976e-06,1.572460789829045746e-02
8.699999999999999712e-06,1.604702979127529960e-02
8.800000000000000449e-06,1.785315464811590772e-02
8.899999999999999491e-06,1.575179318138591675e-02
9.000000000000000228e-06,1.414456571211836385e-02
9.099999999999999271e-06,1.615470629336755032e-02
9.200000000000000007e-06,1.651521752344851240e-02
9.299999999999999050e-06,1.616482281023210246e-02
9.399999999999999786e-06,1.961033083160794444e-02
9.499999999999998829e-06,1.915021266643072637e-02
9.599999999999999566e-06,1.815051399549214711e-02
9.700000000000000302e-06,1.944648646051654745e-02
9.799999999999999345e-06,1.921357625248822781e-02
9.900000000000000081e-06,1.918334518164421104e-02
9.999999999999999124e-06,1.859027495125887761e-02
1.009999999999999986e-05,1.903539569012456176e-02
1.019999999999999890e-05,1.885908365924359939e-02
1.029999999999999964e-05,1.844971965522856916e-02
1.039999999999999868e-05,1.922918800518130800e-02
1.049999999999999942e-05,1.930667906660736566e-02
1.060000000000000016e-05,2.165087767845379901e-02
1.069999999999999920e-05,2.171076588647076824e-02
1.079999999999999993e-05,1.884403485783265469e-02
1.089999999999999898e-05,2.199807586534734821e-02
1.099999999999999971e-05,2.012966037642031913e-02
1.109999999999999876e-05,2.221385731918855411e-02
1.119999999999999949e-05,1.973326658298779970e-02
1.130000000000000023e-05,2.267568709483473027e-02
1.139999999999999927e-05,1.891006344492783542e-02
1.150000000000000001e-05,2.141700244181695897e-02
1.159999999999999905e-05,2.072807968476521323e-02
1.169999999999999979e-05,2.155716044674893875e-02
1.179999999999999883e-05,2.281921787498799453e-02
1.189999999999999957e-05,2.367413068229013220e-02
1.200000000000000030e-05,2.437707873760876220e-02
1.209999999999999935e-05,2.497210045171035370e-02
1.220000000000000008e-05,2.281846583080027191e-02
1.229999999999999913e-05,2.379951369457717486e-02
1.239999999999999986e-05,2.480556939053344193e-02
1.249999999999999890e-05,2.379024616398221076e-02
1.259999999999999964e-05,2.285100830500423272e-02
1.269999999999999868e-05,2.395256783707190237e-02
1.279999999999999942e-05,2.355237444359236862e-02
1.290000000000000016e-05,2.394678867477536763e-02
1.299999999999999920e-05,2.290906366961966562e-02
1.309999999999999994e-05,2.602345497234408861e-02
1.319999999999999898e-05,2.564174858557946232e-02
1.329999999999999972e-05,2.528647627973917844e-02
1.339999999999999876e-05,2.709102011205379024e-02
1.349999999999999949e-05,2.526755966333649184e-02
1.359999999999999854e-05,2.502596510093811621e-02
1.369999999999999927e-05,2.459477324983595087e-02
1.380000000000000001e-05,2.571656145554776160e-02
1.389999999999999905e-05,2.562897665428447158e-02
1.399999999999999979e-05,2.650338493907727563e-02
1.409999999999999883e-05,2.454989609257950817e-02
1.419999999999999957e-05,2.409680578792871078e-02
1.429999999999999861e-05,2.392644194774763353e-02
1.439999999999999935e-05,2.858106404292507646e-02
1.450000000000000009e-05,2.915959395869012830e-02
1.459999999999999913e-05,2.907808410390833043e-02
1.469999999999999986e-05,2.762348300242858934e-02
1.479999999999999891e-05,2.825509478880525172e-02
1.489999999999999964e-05,2.587816109935450748e-02
1.499999999999999869e-05,2.974289407932761628e-02
1.509999999999999942e-05,2.928181961593589663e-02
1.520000000000000016e-05,2.902895787086147081e-02
1.529999999999999920e-05,2.722732950665827933e-02
1.539999999999999824e-05,2.776144450679686113e-02
1.550000000000000068e-05,2.793484653996445438e-02
1.559999999999999972e-05,3.216904432263385794e-02
1.569999999999999876e-05,3.146874617465742624e-02
1.579999999999999780e-05,3.028177465558348075e-02
1.590000000000000023e-05,3.105334670083610346e-02
1.599999999999999928e-05,2.955705750804083973e-02
1.609999999999999832e-05,2.908392308870257764e-02
1.620000000000000075e-05,3.039994927828150797e-02
1.629999999999999979e-05,2.933139437147768563e-02
1.639999999999999883e-05,2.877691274678569056e-02
1.649999999999999788e-05,3.050201803340428508e-02
1.660000000000000031e-05,3.020399397581094089e-02
1.669999999999999935e-05,2.946008714501006584e-02
1.679999999999999839e-05,3.006847569497045694e-02
1.690000000000000082e-05,3.319122267406122290e-02
1.699999999999999987e-05,3.258675443372185954e-02
1.709999999999999891e-05,3.295253547439579156e-02
1.719999999999999795e-05,3.264255895258134921e-02
1.730000000000000038e-05,3.454254607508319697e-02
1.739999999999999942e-05,3.414170215402361624e-02
1.749999999999999847e-05,3.292873983682059746e-02
1.760000000000000090e-05,3.199310842925513071e-02
1.769999999999999994e-05,3.225209470317515897e-02
1.779999999999999898e-05,3.152111926202574854e-02
1.789999999999999803e-05,3.201500385866089260e-02
1.800000000000000046e-05,3.348046991761101376e-02
1.809999999999999950e-05,3.456260888939154119e-02
1.819999999999999854e-05,3.498130245465048971e-02
1.829999999999999758e-05,3.633769179018755263e-02
1.840000000000000001e-05,3.570927177888193887e-02
1.849999999999999906e-05,3.522506897162436951e-02
1.859999999999999810e-05,3.504204721118909377e-02
1.870000000000000053e-05,3.495819150945685821e-02
1.879999999999999957e-05,3.608739088393140421e-02
1.889999999999999862e-05,3.545415213678147076e-02
1.899999999999999766e-05,3.489971407856822666e-02
1.910000000000000009e-05,3.388244851763041326e-02
1.919999999999999913e-05,3.563895366200988540e-02
1.929999999999999817e-05,3.549874756165144474e-02
1.940000000000000060e-05,3.591773467084446309e-02
1.949999999999999965e-05,3.734545113824150331e-02
1.959999999999999869e-05,3.783496789204938981e-02
1.969999999999999773e-05,3.723864765810839389e-02
1.980000000000000016e-05,3.931412503953613663e-02
1.989999999999999921e-05,3.902705157341879866e-02
1.999999999999999825e-05,3.623796478969906060e-02
2.010000000000000068e-05,3.725177534056839379e-02
2.019999999999999972e-05,3.846883257676337459e-02
2.029999999999999876e-05,3.741658262730986062e-02
2.039999999999999781e-05,3.823687104169702644e-02
2.050000000000000024e-05,3.685206425222110893e-02
2.059999999999999928e-05,3.827385855376794904e-02
2.069999999999999832e-05,4.053698039695545485e-02
2.079999999999999736e-05,3.951150236849697295e-02
2.089999999999999980e-05,4.242197848738776117e-02
2.099999999999999884e-05,4.078392877053335641e-02
2.109999999999999788e-05,3.878371291748831939e-02
2.120000000000000031e-05,4.051723735289600864e-02
2.129999999999999935e-05,3.977313290545492208e-02
2.139999999999999840e-05,4.036942617222742669e-02
2.149999999999999744e-05,3.912031922034869824e-02
