time,V(OUT)
0.000000000000000000e+00,9.307483803648788489e-05
9.523809523809523801e-04,-2.956437276817431847e-01
1.904761904761904760e-03,-5.617108510833728197e-01
2.857142857142857140e-03,-7.821296291169816950e-01
3.809523809523809521e-03,-9.301194656705474850e-01
4.761904761904762334e-03,-1.000248299734287194e+00
5.714285714285714281e-03,-9.772079582003549980e-01
6.666666666666666227e-03,-8.660139339426655702e-01
7.619047619047619041e-03,-6.801701741517077737e-01
8.571428571428571855e-03,-4.375176977175246340e-01
9.523809523809524669e-03,-1.480578124690270225e-01
1.047619047619047575e-02,1.473039482147928958e-01
1.142857142857142856e-02,4.375244220694195496e-01
1.238095238095238138e-02,6.813112307300011050e-01
1.333333333333333245e-02,8.672498119017904017e-01
1.428571428571428527e-02,9.762376989051660958e-01
1.523809523809523808e-02,1.000821042115247694e+00
1.619047619047618916e-02,9.304833046329150648e-01
1.714285714285714371e-02,7.789300920430477504e-01
1.809523809523809479e-02,5.623614411684134673e-01
1.904761904761904934e-02,2.972519007438050309e-01
